WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (120.658990495985 24.1468505868143)",向上中醫診所,臺中市,西區,向上路一段236號,04-23016036
"POINT (120.661164782931 24.1603304390566)",進義中醫診所,臺中市,西區,忠義街九號一樓,04-23159636
"POINT (120.671500691819 24.1396070621983)",優德診所,臺中市,西區,自立街四十一號一、二樓,04 3726859
"POINT (120.653195099763 24.1529420408157)",施英富婦產科診所,臺中市,西區,東興路三段226、228、230號1樓、2樓,04 3293176
"POINT (120.654343624943 24.1505424114491)",廖錫勳皮膚科診所,臺中市,西區,公益路三六一號一樓,04-23270198
"POINT (120.664229434997 24.1542784370492)",劉忠俊婦產科診所,臺中市,西區,臺灣大道2段375號6樓之1、2、3,04-23288858
"POINT (120.661505546206 24.136022507126)",建州皮膚科診所,臺中市,西區,美村路一段六五八號一樓,04-23780088
"POINT (120.668846977573 24.1428109311565)",蔡文仁診所,臺中市,西區,五權路二之一號一、二、三樓,04-22201623
"POINT (120.66201271496 24.1630455117023)",蔡芬苓小兒科診所,臺中市,西區,太原路一段二一二之一號一樓,04-23131531
"POINT (120.660606297185 24.1488639320278)",林金星診所,臺中市,西區,公正路177號,04 23028937
"POINT (120.669574398928 24.1499366064742)",慈光內科診所,臺中市,西區,民權路235之2號,04 23214642
"POINT (120.660601450682 24.1477555786384)",黃內兒科診所,臺中市,西區,向上北路197號,04 23218905
"POINT (120.661892830604 24.1535573109761)",家妍診所,臺中市,西區,美村路一段六十五號一至四樓,04-23282888
"POINT (120.666341657127 24.1387055407457)",惠生小兒科診所,臺中市,西區,五權路二○一號一樓,04-22028696
"POINT (120.678331741808 24.1553872290909)",英采眼科診所,臺中市,西區,英才路五○一號四樓,04-23050608
"POINT (120.661878929938 24.1493417780921)",游文治精神科診所,臺中市,西區,美村路一段二二三號一樓,04-23029995
"POINT (120.667885081776 24.1398326102706)",宏安診所,臺中市,西區,林森路239號3樓,04-23712588
"POINT (120.66003706803 24.1461795190474)",陳世杰診所,臺中市,西區,中美街155號1樓,04-23058331
"POINT (120.667790038814 24.1374699722307)",周志真牙醫診所,臺中市,西區,柳川西路二段91號,04 22203778
"POINT (120.671066488477 24.136197345663)",元美牙醫診所,臺中市,西區,大全街40號1樓,04 23750737
"POINT (120.654455419886 24.1537947335933)",新象牙醫診所,臺中市,西區,大業路24號,04 3219295
"POINT (120.659532379436 24.1557621547008)",振傑牙醫診所,臺中市,西區,明義街72號,04-23285998
"POINT (120.660991290892 24.1528349024915)",永恩牙醫診所,臺中市,西區,美村路一段64巷13號,04 23233998
"POINT (120.666841358462 24.1477534269585)",柯達牙醫診所,臺中市,西區,模範街12巷2號,04 3216337
"POINT (120.657114822504 24.1349714436198)",普祥牙醫診所,臺中市,西區,忠明南路416號,04-23752182
"POINT (120.657787840872 24.1509986573705)",白居正牙醫診所,臺中市,西區,公益路180號,04 3224112
"POINT (120.663564352885 24.1298636655384)",蔡長穎牙醫診所,臺中市,西區,三民西路165號,04 3762995
"POINT (120.664229434997 24.1542784370492)",陸開盛牙醫診所,臺中市,西區,臺灣大道二段375號11樓之5,04 23289828
"POINT (120.661513870586 24.1397646391305)",陳建福牙醫診所,臺中市,西區,美村路一段538號1樓,04-23785111
"POINT (120.653175724673 24.150641792802)",長榮牙醫診所,臺中市,西區,公益路三八九號一、二樓,04-23205566
"POINT (120.663173881314 24.1382769711266)",維勝牙醫診所,臺中市,西區,五權西三街五十一號一、二樓,04-23757686
"POINT (120.660123821449 24.1562735268338)",上誠牙醫診所,臺中市,西區,臺灣大道二段489號20樓之1,04-23285795
"POINT (120.678331741808 24.1553872290909)",名加牙醫診所,臺中市,西區,英才路五○一號二樓,04-23052456
"POINT (120.651401814147 24.147227272588)",品登牙醫診所,臺中市,西區,大進街292號1樓及2樓,04-23206620
"POINT (120.655451167402 24.1506820888714)",德安牙醫診所,臺中市,西區,公益路341-2號1樓,04-23297728
"POINT (120.658676855546 24.1475335913759)",順泰中醫診所,臺中市,西區,華美街215號,04 3215807
"POINT (120.664146109773 24.1323458247695)",吉生中醫診所,臺中市,西區,南屯路一段76號,04 3712828
"POINT (120.665463395529 24.1475935838989)",達康診所,臺中市,西區,英才路509號1、2、3樓,04-23020899
"POINT (120.656058370467 24.1464980150734)",劉彥山診所,臺中市,西區,向上路一段361號,04 3896518
"POINT (120.67057294026 24.1417499329033)",鴻德牙醫診所,臺中市,西區,五廊街二十九之四號一樓,04-22202095
"POINT (120.67067949055 24.1340949528309)",皓皓牙醫診所,臺中市,西區,三民路一段125-7號1、2樓,04-23721731
"POINT (120.673930359106 24.1422045426593)",敦品牙醫診所,臺中市,西區,中華路一段八之五號,04-22217969
"POINT (120.655296895579 24.1476234206133)",愛生牙醫診所,臺中市,西區,精誠路二二一之一號一樓,04-23288575
"POINT (120.653199850141 24.1461920281671)",信澤牙醫診所,臺中市,西區,東興路三段48號1樓,04-24750535
"POINT (120.667766264023 24.1431325535759)",傑瑞牙診所,臺中市,西區,自治街254號,04 3711252
"POINT (120.660619336848 24.1416901057527)",蔡正熙牙醫診所,臺中市,西區,存中街8號1樓及2樓,04 3722988
"POINT (120.658617160456 24.1591493224786)",王道文聯合門診、林貞貞牙醫診所,臺中市,西區,太原路一段三十八號二樓,04 3277939
"POINT (120.665079770983 24.135268850438)",永齡牙醫診所,臺中市,西區,五權七街六號一樓,04-23720988
"POINT (120.664302267163 24.1368995472448)",怡樂牙醫診所,臺中市,西區,五權西一街73號1樓,"23786108"
"POINT (120.661814920067 24.1325936351449)",承群牙醫診所,臺中市,西區,美村路一段793號1.2樓,04-23781683
"POINT (120.661448910627 24.1503906664567)",永達牙醫診所,臺中市,西區,美村路一段一五六號一樓,04-23023568
"POINT (120.661872925802 24.1357267903949)",恆揚牙醫診所,臺中市,西區,美村路一段六六七號一樓,04-23750638
"POINT (120.660123821449 24.1562735268338)",敦御牙醫診所,臺中市,西區,臺灣大道二段489號20樓之3,04-23283887
"POINT (120.661519784881 24.1353977030392)",佑民牙醫診所,臺中市,西區,美村路一段676號一樓,04-23731923
"POINT (120.670761998576 24.1456365435503)",世華牙醫診所,臺中市,西區,民權路187號,04 22295003
"POINT (120.654953588994 24.1459349847119)",玉峰牙醫診所,臺中市,西區,精誠路388號,04 3890349
"POINT (120.676001771616 24.1373266282483)",林牙醫診所,臺中市,西區,四維街24－4號,04 2245338
"POINT (120.659383132093 24.1562320650986)",大來牙醫診所,臺中市,西區,忠明南路5號,04-23255600
"POINT (120.661239356211 24.1391384545044)",三和牙醫診所,臺中市,西區,五權一街65之1號,04 3729646
"POINT (120.67050993288 24.141172554857)",仁美牙醫診所,臺中市,西區,金山路16－2號,04 2264645
"POINT (120.665069860044 24.1394132697484)",易成牙醫診所,臺中市,西區,五權一街18號,04 3725807
"POINT (120.664165638578 24.1458491587051)",三愛牙醫診所,臺中市,西區,向上路一段七十九巷三十四號一樓,04 3215777
"POINT (120.670846641484 24.1342532360486)",邱牙醫診所,臺中市,西區,三民路一段133號,04 3713848
"POINT (120.672184161929 24.1355970532229)",信榮牙醫診所,臺中市,西區,三民路一段149號3樓之1,04 23727406
"POINT (120.666895356701 24.1311489290422)",大大牙醫診所,臺中市,西區,三民西路47號,04 3730947
"POINT (121.020870387688 24.7878371668448)",唯嘉中醫診所,新竹市,東區,關新路208號1樓,03-6667080
"POINT (120.996863975015 24.7963976437958)",清華大學附設診所(委託臺北榮民總醫院新竹分院經營),新竹市,東區,光復路二段101號第四綜合大樓1樓,03-5962134#232
"POINT (120.968521747018 24.8015260561076)",馥儷時尚診所,新竹市,東區,林森路47號2樓,"0972096193"
"POINT (121.02011489958 24.7878740168276)",恆心診所,新竹市,東區,關新路225號5樓,03-6661766
"POINT (120.979268627868 24.8029362153627)",晨光牙醫診所,新竹市,東區,公園路286號1樓,03-5610905
"POINT (120.977804547544 24.805664544323)",柏廷耳鼻喉科診所,新竹市,東區,中華路二段213號1樓,03-5311666
"POINT (121.012950124308 24.7889087677954)",小森林兒科診所,新竹市,東區,慈濟路3號1樓,03-5670033
"POINT (121.014482816851 24.7908901422513)",天晴牙醫診所,新竹市,東區,慈濟路206號1樓,03-5775206
"POINT (120.970104272566 24.7979870696736)",勻品中醫診所,新竹市,東區,南大路372號1樓,03-5620572
"POINT (121.016767515085 24.7861969078637)",祁慶中醫診所,新竹市,東區,關新二街139號1樓,03-5670660
"POINT (120.97167850028 24.8040231907769)",東門牙醫診所,新竹市,東區,東門街67號1樓,03-5281250、0975083295
"POINT (121.012106806779 24.7889770948796)",康田親子診所,新竹市,東區,龍山東路208號1-2樓,03-6662203
"POINT (120.966161964433 24.8014415748998)",杏芙診所,新竹市,東區,西大路344之1號1-2樓,03-5221598
"POINT (121.016290837958 24.7840216896727)",恩澄牙醫診所,新竹市,東區,光復路一段362-9號1-2樓,03-6686764
"POINT (121.011878992652 24.7916070645985)",心勤美學牙醫診所,新竹市,東區,埔頂二路99號1-2樓,03-6669898
"POINT (121.020218321469 24.7858757842508)",筑心筑美牙醫診所,新竹市,東區,關新東路280號1-2樓,03-5782168
"POINT (120.973234153684 24.8046765171485)",立安牙醫診所,新竹市,東區,東門街34巷9號1樓,03-5333025
"POINT (120.974024402157 24.8092652697849)",真澄中醫診所,新竹市,東區,民權路169號,03-5332833
"POINT (121.01226755441 24.7913373479334)",生昇診所,新竹市,東區,慈雲路118號1樓,03-5776210
"POINT (120.99739291979 24.8014445655978)",康百事診所,新竹市,東區,建美路15號1樓,
"POINT (120.35917612637 22.5933219086644)",鳳頂診所,高雄市,鳳山區,鳳頂路380號,7021766   7962166
"POINT (120.336301295424 22.5980194654213)",佳醫診所,高雄市,鳳山區,五甲二路357號1-2樓,07-7219191
"POINT (120.338829867735 22.6129561124591)",元富診所,高雄市,鳳山區,新富路237號1、2樓,"7638666"
"POINT (120.360274103821 22.6213349858843)",佳音皮膚科診所,高雄市,鳳山區,中山路73之5號,07-7103304
"POINT (120.350171715488 22.6441392735719)",潘內科診所,高雄市,鳳山區,文龍路16巷28號,07 7190120
"POINT (120.348330635481 22.6128001773541)",唯均耳鼻喉科診所,高雄市,鳳山區,海洋二路139號,07 7638199
"POINT (120.337799085406 22.6033053932796)",瑞康診所,高雄市,鳳山區,南華路206號,07 7138866
"POINT (120.352151786576 22.5997021519202)",上健診所,高雄市,鳳山區,中崙四路12號一Ｆ,07 7532687
"POINT (120.356735890626 22.637473876809)",大和診所,高雄市,鳳山區,文衡路202號1-2樓,07-7767239
"POINT (120.356954621471 22.6206334818228)",陳俊宏小兒科診所,高雄市,鳳山區,五甲一路85號,07 7450066
"POINT (120.335634170858 22.5980246537136)",盧信昭皮膚科診所,高雄市,鳳山區,五甲二路444號一樓,07 2826699   7278664
"POINT (120.341463558598 22.6100093688349)",楊秋龍診所,高雄市,鳳山區,大明路163號,07 7230191
"POINT (120.356752498319 22.6203793587317)",林基碧診所,高雄市,鳳山區,五甲一路101號,07-7464219
"POINT (120.373037661377 22.6229881515703)",蔡崇毅診所,高雄市,鳳山區,仁愛路12號,07 7021651
"POINT (120.364291774391 22.6381331813644)",寶生診所,高雄市,鳳山區,經武路295號,07 7412128
"POINT (120.362332452413 22.6286552998149)",邱正義婦產科診所,高雄市,鳳山區,光復路1號1-4樓,07-7416177
"POINT (120.374285322398 22.6263661993612)",博勝復健科診所,高雄市,鳳山區,博愛路23號1-2樓,07-7017958
"POINT (120.367476653832 22.6263626164439)",趙大夫診所,高雄市,鳳山區,瑞竹路97號,07 7104010
"POINT (120.359391319178 22.625493832715)",中山耳鼻喉科診所,高雄市,鳳山區,中正路51號,07-7462424
"POINT (120.366202117171 22.6240881535453)",王楩楠內兒科診所,高雄市,鳳山區,光遠路82號,07-7460334
"POINT (120.349060728589 22.6274549963867)",鳳屏牙醫診所,高雄市,鳳山區,青年路一段379號,(07)7997013
"POINT (120.357521007866 22.6276902282747)",宏宇牙醫診所,高雄市,鳳山區,曹公路14~6號,"7481129"
"POINT (120.357441159655 22.6248899130401)",雙慈牙醫診所,高雄市,鳳山區,雙慈街13號,07-7996600
"POINT (120.354957176311 22.6284726495642)",藝術花園牙醫診所,高雄市,鳳山區,自立街37號,"7195111"
"POINT (120.368117399167 22.6287750023983)",唯真牙醫診所,高雄市,鳳山區,瑞順街129號,07 7191817
"POINT (120.37628596159 22.6224654675405)",新天地牙醫診所,高雄市,鳳山區,鳳林路121號,07 7025789
"POINT (120.364441411187 22.6391888373325)",慧康牙醫診所,高雄市,鳳山區,經武路351號,"7195123"
"POINT (120.349799737256 22.6411903158306)",文衡牙醫診所,高雄市,鳳山區,文衡路498號,"7775989"
"POINT (120.346046275903 22.5968029963998)",新邁牙醫診所,高雄市,鳳山區,鳳甲路470之1號1、2樓,"7929999"
"POINT (120.33053932768 22.5968035770215)",五甲銘仁牙醫診所,高雄市,鳳山區,鎮南街114號,"8215411"
"POINT (120.33037130521 22.6000729124077)",康軒家庭牙醫診所,高雄市,鳳山區,南正二路190號,"7218515"
"POINT (120.346870845277 22.6418465952908)",文山微笑牙醫診所,高雄市,鳳山區,文衡路590號1、2樓,"7775006"
"POINT (120.350296015065 22.629125996387)",侯牙醫診所,高雄市,鳳山區,光復路一段153號,"7400169"
"POINT (120.344881241539 22.6098465322332)",詠和牙醫診所,高雄市,鳳山區,海洋一路120號1樓,"7671101"
"POINT (120.374471283826 22.6259873609657)",安田牙醫診所,高雄市,鳳山區,中山東路259.261號,"7027233"
"POINT (120.349350953152 22.6289969092653)",青年牙醫診所,高雄市,鳳山區,青年路二段40號二樓,07-7996006
"POINT (120.371018290041 22.6239497014876)",矯政牙醫診所,高雄市,鳳山區,中山東路78號1-2樓,07-7427768
"POINT (120.330926819646 22.5932177232456)",呂牙醫診所,高雄市,鳳山區,五甲二路639巷28號,07 8417388
"POINT (120.354403226234 22.629000616408)",林牙醫診所,高雄市,鳳山區,光復路253號,07 7414045
"POINT (120.330129496032 22.595152309996)",廖牙醫診所,高雄市,鳳山區,龍成路4號,07 8415873
"POINT (120.325373329331 22.5913220546676)",鴻文牙醫診所,高雄市,鳳山區,五甲三路146號一樓,07 8418753
"POINT (120.338662856628 22.5999505943166)",周牙醫診所,高雄市,鳳山區,五甲二路249號,07 7118525
"POINT (120.360315480347 22.6218953292891)",陳進財牙醫診所,高雄市,鳳山區,中山路60巷8號,07 7423966
"POINT (120.35998905334 22.6270581788697)",隆德牙醫診所,高雄市,鳳山區,中正路119號,07 7413019
"POINT (120.362000765767 22.626559566638)",陽明牙醫診所,高雄市,鳳山區,經武路27號,07 7468146
"POINT (120.349395970795 22.6159769154042)",名佳牙醫診所,高雄市,鳳山區,國富路56號,07 7436745
"POINT (120.361792741097 22.6341534264155)",優比牙醫診所,高雄市,鳳山區,鳳松路118之1號,07 7466039
"POINT (120.354267016951 22.626400746788)",安德牙醫診所,高雄市,鳳山區,中山西路27號1-2樓,07-7452123
"POINT (120.332386994828 22.5959249002725)",上好牙醫診所,高雄市,鳳山區,五甲二路531號1-2樓,07 8211122
